category,subcategory,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
Metabolism,Xenobiotics biodegradation and metabolism,hsa00982,Drug metabolism - cytochrome P450,43/2936,73/9521,6.031712836454352e-7,9.186317921362875e-6,7.724731948393464e-6,CYP3A4/GSTA1/CYP2C19/GSTO2/UGT1A1/GSTT4/CYP2C9/CYP2C8/ADH7/CYP2A7/ALDH3B2/GSTA5/UGT1A9/UGT2B15/FMO5/UGT2B10/CYP2D6/CYP2A6/UGT2B4/UGT1A10/ADH4/UGT2B7/UGT1A6/CYP2B6/UGT2A1/ADH6/GSTA2/UGT2A3/GSTA3/CYP3A5/UGT1A7/CYP1A2/UGT1A4/ADH1A/UGT2B11/CYP2E1/UGT1A8/UGT1A5/UGT2B28/UGT2B17/UGT1A3/FMO3/ALDH3A1,43
Environmental Information Processing,Signaling molecules and interaction,hsa04514,Cell adhesion molecule (CAM) interaction,79/2936,160/9521,6.071417016992705e-7,9.186317921362875e-6,7.724731948393464e-6,LRRC4C/NRXN1/VTCN1/ICAM1/CDH1/CD8B2/CLDN6/NLGN1/CDH3/CNTN2/SLITRK5/CDH2/CNTNAP2/MAG/CD80/CLDN16/TIGIT/CLDN20/SLITRK1/HLA-G/JAML/CD8B/NTNG1/SELL/CLDN17/CLDN10/CLDN14/ICOS/CTLA4/CD6/CLDN7/CD226/CLDN18/NRXN3/NRCAM/NCAM2/NTNG2/CLDN24/CLDN8/CD22/SLITRK3/ITGB7/SLITRK2/OCLN/SLITRK6/CLDN25/HLA-DQB2/CLDN2/CNTN1/CLDN22/SELE/CD28/CD86/HLA-DQA2/CLDN4/SDC4/CLDN19/ITGAL/LRRC4/LRRC4B/CD40LG/ICAM3/HLA-DOB/CLDN3/ITGA4/VCAM1/PTPRC/CLDN34/CD8A/ALCAM/MADCAM1/ITGB8/SELP/HLA-DMB/NLGN4X/NLGN3/MPZ/SDC1/PDCD1,79
Metabolism,Lipid metabolism,hsa00591,Linoleic acid metabolism,22/2936,30/9521,1.9964170943798833e-6,2.894804786850831e-5,2.4342278606912614e-5,PLB1/PLA2G12B/CYP3A4/CYP2C19/PLA2G2C/CYP2C9/CYP2C8/PLA2G4D/PLA2G2F/PLA2G3/ALOX15/PLA2G1B/PLA2G5/PLA2G4E/CYP1A2/PLAAT2/CYP2E1/PLA2G10/PLA2G2D/PLA2G2E/PLA2G4A/PLA2G2A,22
Human Diseases,Immune disease,hsa05320,Autoimmune thyroid disease,33/2936,54/9521,3.985809111438586e-6,5.5482462831225116e-5,4.6654944546523235e-5,TG/FASLG/IL2/CD80/HLA-G/IFNA17/IL10/IFNA14/IL5/CTLA4/IFNA6/IFNA2/IFNA4/CGA/IFNA5/IFNA13/IFNA16/IFNA8/IFNA21/IFNA7/HLA-DQB2/TSHR/IL4/CD28/GZMB/CD86/HLA-DQA2/IFNA10/IFNA1/CD40LG/HLA-DOB/TSHB/HLA-DMB,33
Environmental Information Processing,Signal transduction,hsa04024,cAMP signaling pathway,100/2936,226/9521,1.2034215872772305e-5,1.6107335091249085e-4,1.3544583047087858e-4,CNGA3/ADCY10/HTR4/CACNA1D/GABBR2/OXTR/CAMK4/HTR1E/GRIA2/RYR2/GRIN2A/GRIN2B/CNGA4/CACNA1F/GRIN3A/HCN4/GRIA4/GIPR/VAV1/CNGB3/HTR1F/SST/FSHB/NPPA/PRKACG/FSHR/GLP1R/CRH/SSTR2/ATP1A3/CREB3L3/GHSR/CFTR/RAPGEF4/GIP/GRIA1/GHRL/CHRM1/HTR1B/GCG/CHRM2/CNGB1/CNGA2/HTR1A/CGA/DRD1/VAV3/NPY/TNNI3/FFAR2/DRD2/ATP1A4/GPHB5/DRD5/HTR1D/GRIN1/CRHR1/MC2R/GPHA2/PDE10A/HCAR3/EDN2/VIP/ADCY8/TSHR/GRIN2C/TIAM1/FOS/CALML3/GRIA3/ATP1B3/HTR6/HCAR2/ATP1A1/GPR119/GRIN3B/LHCGR/PIK3CD/ATP2B3/TSHB/ADORA2A/CALML5/PDE4C/ADORA1/HCN2/SUCNR1/ADCYAP1/KCNK2/PDE4B/GRIN2D/LHB/RAC2/POMC/ADRB1/BDNF/PTGER2/SSTR5/RAC3/LIPE/HHIP,100
Organismal Systems,Digestive system,hsa04975,Fat digestion and absorption,27/2936,43/9521,1.4795937719747229e-5,1.9070319727674205e-4,1.6036143025690953e-4,MTTP/PNLIP/PLA2G12B/ABCG8/MOGAT2/PLA2G2C/PLPP2/PLA2G2F/ABCG5/PLA2G3/PLA2G1B/PNLIPRP1/LIPF/FABP2/PLA2G5/FABP1/NPC1L1/APOA4/PLA2G10/MOGAT3/ACAT2/CLPS/APOA1/PLA2G2D/PLA2G2E/PLA2G2A/APOB,27
Organismal Systems,Nervous system,hsa04726,Serotonergic synapse,57/2936,115/9521,1.882106342911064e-5,2.3391893119037509e-4,1.9670133959747208e-4,CACNA1A/SLC6A4/HTR4/CACNA1D/GABRB3/TPH2/SLC18A1/PRKCB/HTR1E/GABRB2/DDC/TPH1/HTR5A/HTR3B/GNG4/HTR3E/CYP2C19/GNGT2/CYP2C18/CYP2C9/CYP2C8/CACNA1F/KCNJ6/HTR1F/PLA2G4D/HTR3A/PRKACG/ALOX15/GNB5/HTR3C/CYP2D6/HTR2C/HTR1B/GABRB1/PLA2G4E/HTR1A/ALOX12/HTR3D/GNG3/HTR1D/ALOX12B/GNGT1/KCNJ9/ALOX15B/KCNJ3/CACNA1B/PTGS2/PRKCG/HTR2A/HTR2B/HTR6/SLC18A2/ALOX5/GNG8/PLA2G4A/GNG13/GNG10,57
Organismal Systems,Sensory system,hsa04744,Phototransduction,20/2936,29/9521,2.613384644946384e-5,3.136061573935661e-4,2.6370995691292004e-4,SAG/PDE6A/GNAT1/GNAT2/PDE6B/GUCA1A/RHO/GRK1/GUCA1C/CNGB1/GNGT1/GUCY2D/RCVRN/GRK7/GUCY2F/GUCA1B/SLC24A1/CALML3/CALML5/PDE6G,20
Organismal Systems,Nervous system,hsa04727,GABAergic synapse,46/2936,89/9521,3.093967861506881e-5,3.589002719347982e-4,3.017975668417238e-4,CACNA1A/GABRA2/CACNA1D/GABRB3/GLS2/GABBR2/PRKCB/GAD2/GABRB2/GNG4/GAD1/GNGT2/SLC6A11/GABRG3/CACNA1F/GABRP/KCNJ6/GABRR3/ABAT/GABRG2/GABRA5/PRKACG/SLC6A13/GNB5/GABRR1/GABRQ/SLC12A5/GABRA1/SLC6A12/GABRA4/GABRG1/GABRB1/GABRA6/HAP1/SLC32A1/GABRD/GNG3/GNGT1/GABRA3/CACNA1B/ADCY8/PRKCG/GNG8/GNG13/SLC38A5/GNG10,46
Organismal Systems,Immune system,hsa04657,IL-17 signaling pathway,48/2936,95/9521,4.497214545978239e-5,4.916928270363196e-4,4.134622078526825e-4,CXCL1/CXCL5/IFNG/CCL20/S100A7A/CCL2/TNF/MUC5AC/CCL11/CSF3/IL13/IL25/S100A7/IL1B/CXCL6/IL6/IL5/CXCL3/CXCL8/MUC5B/MMP13/FOSL1/CXCL2/IL17B/CCL17/CCL7/IL17A/S100A8/S100A9/CSF2/PTGS2/CASP8/LCN2/IL17C/IL4/TNFAIP3/IKBKE/IL17F/MAPK13/FOS/CXCL10/DEFB4B/IL17RE/MMP3/MMP1/FOSB/DEFB4A/MAPK15,48
Organismal Systems,Digestive system,hsa04978,Mineral absorption,34/2936,61/9521,4.521313352058111e-5,4.916928270363196e-4,4.134622078526825e-4,TRPM6/MT1G/TF/SLC26A3/SLC6A19/MT1M/MT1A/MT1F/MT1B/ATP1A3/SLC8A2/TRPV6/HEPHL1/MT2A/MT1E/SLC34A1/ATP1A4/S100G/SLC34A2/CLCN2/SLC9A3/MT1HL1/SLC8A1/HEPH/ATP1B3/ATP1A1/SLC34A3/VDR/SLC5A1/HMOX1/ATP2B3/MT1H/MT1X/SLC26A9,34
Human Diseases,Infectious disease: parasitic,hsa05144,Malaria,29/2936,50/9521,6.102546277014082e-5,6.435412437578486e-4,5.411508341339441e-4,CR1L/GYPA/ICAM1/IFNG/IL12A/GYPB/IL10/CCL2/TNF/CSF3/CR1/IL1B/IL6/CXCL8/TLR2/KLRB1/SELE/KLRK1/ITGAL/IL18/CD40LG/VCAM1/THBS3/SELP/THBS1/HGF/SDC1/KLRC4-KLRK1/THBS4,29
Metabolism,Carbohydrate metabolism,hsa00053,Ascorbate and aldarate metabolism,20/2936,31/9521,1.1152430193345583e-4,0.001138009363799486,9.569467729469361e-4,UGT1A1/UGT1A9/UGT2B15/UGT2B10/UGT2B4/UGT1A10/UGT2B7/UGT1A6/UGT2A1/UGT2A3/UGT1A7/UGT1A4/UGT2B11/UGT1A8/UGT1A5/MIOX/UGT2B28/UGT2B17/UGT1A3/HSD17B14,20
Organismal Systems,Immune system,hsa04650,Natural killer cell mediated cytotoxicity,62/2936,134/9521,1.144549647499483e-4,0.001138009363799486,9.569467729469361e-4,PRKCB/FASLG/ICAM1/CD244/KLRC1/ULBP3/SHC4/IFNG/NCR1/VAV1/HLA-G/IFNA17/KIR2DL3/KIR3DL2/TNF/RAET1L/NCR2/ULBP1/ULBP2/NCR3/KIR2DL4/IFNA14/PPP3R2/RAET1E/KIR3DL1/IFNA6/IFNA2/IFNA4/VAV3/RAET1G/KIR2DL1/IFNA5/IFNA13/KLRD1/IFNA16/IFNA8/IFNA21/IFNA7/TNFRSF10A/CD247/CD48/CSF2/PRKCG/LCP2/IFNB1/KLRK1/FCGR3B/GZMB/KLRC2/ITGAL/IFNA10/IFNA1/SH2D1A/LCK/PIK3CD/KLRC3/SHC3/RAC2/LAT/FCGR3A/KLRC4-KLRK1/RAC3,62
Human Diseases,Substance dependence,hsa05032,Morphine addiction,45/2936,91/9521,1.4793209199154018e-4,0.0014300102225848882,0.0012024889349019933,CACNA1A/GABRA2/GABRB3/GABBR2/PRKCB/GABRB2/GNG4/GNGT2/GABRG3/GABRP/KCNJ6/GABRR3/GABRG2/GABRA5/PRKACG/PDE1C/GNB5/GABRR1/GABRQ/GABRA1/GABRA4/GABRG1/OPRM1/GABRB1/GABRA6/SLC32A1/DRD1/GABRD/GNG3/GNGT1/KCNJ9/PDE8B/GABRA3/KCNJ3/PDE10A/CACNA1B/ADCY8/PRKCG/PDE1B/GNG8/PDE4C/ADORA1/GNG13/PDE4B/GNG10,45
Cellular Processes,Cell motility,hsa04814,Motor proteins,84/2936,197/9521,2.7098550392758424e-4,0.0025487285234270084,0.0021432139428696566,KIF5C/KIF2C/DNAH12/KIF14/CENPE/DNAH5/DNAH6/KIF6/KIF15/MYO3B/DNAH7/DNAH10/DNAH14/MYO1H/MYO3A/KIF18A/KIF25/KIF23/MYO16/DNAH2/DNAH9/DNAH8/MYO1A/KIF5A/DNAH17/DNAI3/DNAI1/KIF4B/BICDL1/KIF20B/MYH13/KIF11/KIF1A/KIFC1/DNAI4/KIF9/DNAI2/DYNLRB2/TUBA3E/CAPZA3/KIF4A/TUBAL3/TUBA3C/KIF20A/KLC3/KIF19/TUBA3D/KIF21B/TUBB8/TNNI3/MYO1G/KIF12/MYH15/KIF17/KIF18B/BICDL2/MYL7/MYO5B/TUBB8B/MYO7A/MYO15A/KIF26B/KIF2B/MYO7B/MYO1F/DNAH3/ACTA1/MYH4/TNNT3/TPM1/TUBB3/MYL1/MYH2/MYL4/MYL5/TUBB2B/ACTG2/TUBB1/DNAH11/MYL3/MYL10/TNNT2/ACTC1/MYH8,84
Metabolism,Lipid metabolism,hsa00590,Arachidonic acid metabolism,33/2936,63/9521,2.873217042200959e-4,0.00263126192285772,0.0022126158939940904,PLB1/PLA2G12B/CYP2C19/PLA2G2C/CYP2C9/CYP2C8/PLA2G4D/PLA2G2F/PLA2G3/ALOX15/ALOXE3/PLA2G1B/CYP2B6/CYP4F2/TBXAS1/PLA2G5/PLA2G4E/ALOX12/CYP4F8/PLAAT2/ALOX12B/ALOX15B/CYP2E1/PLA2G10/CYP4F3/PTGS2/PLA2G2D/PLA2G2E/ALOX5/CBR1/GGT1/PLA2G4A/PLA2G2A,33
Environmental Information Processing,Signal transduction,hsa04151,PI3K-Akt signaling pathway,142/2936,362/9521,3.3428005515606575e-4,0.0029828066460079712,0.002508228214126485,MYB/FGFR2/LAMB4/COL9A1/NTRK1/TCL1A/FLT3/PPP2R2B/FASLG/LAMC2/CCNE2/GNG4/IL2/LPAR3/GNGT2/MYC/EREG/TGFA/LAMA1/COL9A2/COL9A3/FGF23/IL7/IFNA17/GNB5/IL3/CSF3/TNN/COL6A5/FGF20/IFNA14/CREB3L3/COL2A1/FGF17/NGF/ARTN/IL6/FGF19/LAMC3/CHRM1/LAMB2/CHRM2/CD19/IFNA6/EIF4E1B/IFNA2/FGF8/G6PC2/IFNA4/GH2/VEGFB/TCL1B/ITGA2B/IFNA5/GNG3/IFNA13/IFNA16/IFNA8/GNGT1/FGF9/IBSP/TLR2/EPO/CSF3R/IFNA21/IFNA7/ITGB7/TNXB/TNR/RET/FGF5/CCNE1/OSM/EIF4E/PRLR/JAK3/FGF4/NTF3/CSHL1/IL4/IFNB1/COL1A1/LPAR4/CSH1/CDK2/FLT3LG/FGF3/COL1A2/IL2RA/OSMR/CSH2/SGK2/AREG/IL4R/VTN/NRTN/IFNA10/EFNA2/IFNA1/ANGPT4/PIK3R5/COL4A6/LAMB3/ITGB6/PIK3CD/TNC/ITGA11/COL6A1/CDKN1A/GNG8/ITGA4/COL6A2/PIK3R6/THBS3/COL6A3/RELN/PRL/GNG13/GYS2/ITGB8/SGK1/FGF21/THBS1/PPP2R2C/LPAR2/IL7R/GDNF/HGF/IGF2/NR4A1/FGFR3/DDIT4/GNG10/CHAD/FN1/GH1/ITGA10/ITGA2/FGF22/BDNF/THBS4/PCK1,142
Human Diseases,Immune disease,hsa05321,Inflammatory bowel disease,34/2936,66/9521,3.525446198637335e-4,0.0030671381928144815,0.002579142219003103,IL18R1/IL12RB1/IL18RAP/STAT4/IL2/IFNG/IL23R/IL12A/IL10/TNF/IL13/IL1B/IL6/IL5/IL12B/IL22/IL21/IL23A/IL1A/TLR2/NOD2/TBX21/FOXP3/IL17A/HLA-DQB2/IL4/IL17F/HLA-DQA2/GATA3/IL4R/IL18/HLA-DOB/HLA-DMB/IL21R,34
Human Diseases,Immune disease,hsa05340,Primary immunodeficiency,22/2936,38/9521,4.867076835882013e-4,0.0041310798509437575,0.00347380580327394,RAG1/CD8B2/CD8B/AICDA/ICOS/CD19/RAG2/CD79A/TNFRSF13B/AIRE/CD3D/JAK3/BLNK/CD3E/LCK/CD40LG/TNFRSF13C/PTPRC/CD8A/IGLL1/BTK/IL7R,22
Human Diseases,Immune disease,hsa05323,Rheumatoid arthritis,45/2936,95/9521,5.045942255858056e-4,0.004180923583425247,0.003515719165735688,CXCL1/ATP6V1F/CXCL5/ICAM1/TNFSF11/IFNG/CD80/CCL20/ATP6V0A4/CCL2/TNF/ATP6V1G3/IL1B/CXCL6/IL6/CTLA4/CXCL3/PTH/ATP6V1C2/IL11/IL23A/CXCL8/TNFRSF11A/LTB/IL1A/TLR2/CXCL2/IL17A/HLA-DQB2/CSF2/CXCL12/ATP6V0D2/CD28/CD86/HLA-DQA2/FOS/ITGAL/IL18/HLA-DOB/MMP3/MMP1/HLA-DMB/CCL3/ATP6V1B1/CTSK,45
Metabolism,Carbohydrate metabolism,hsa00040,Pentose and glucuronate interconversions,21/2936,36/9521,5.673962822505448e-4,0.004591951307516037,0.0038613504642754336,UGT1A1/RPEL1/UGT1A9/UGT2B15/UGT2B10/UGT2B4/UGT1A10/UGT2B7/UGT1A6/UGT2A1/UGT2A3/UGT1A7/UGT1A4/UGT2B11/UGT1A8/UGT1A5/UGT2B28/UGT2B17/DHDH/UGT1A3/AKR1B10,21
Organismal Systems,Digestive system,hsa04972,Pancreatic secretion,49/2936,106/9521,5.882965495307518e-4,0.004652890891743219,0.003912594276783469,PNLIP/CLCA2/PRKCB/PLA2G12B/RYR2/CHRM3/CPB1/SLC26A3/CCK/PLA2G2C/PLA2G2F/CPB2/PLA2G3/PLA2G1B/PNLIPRP1/ATP1A3/CLCA4/CFTR/CELA2B/CLCA1/AMY2A/CPA2/RAB27B/PLA2G5/PRSS1/ATP1A4/PRSS3/PRSS2/CCKAR/CELA2A/PLA2G10/CTRB1/BST1/ADCY8/PRKCG/CELA3A/SCTR/PLA2G2D/PLA2G2E/CELA3B/AMY1C/ATP1B3/ATP1A1/ATP2B3/CTRB2/CPA1/AMY1A/SCT/PLA2G2A,49
Environmental Information Processing,Signal transduction,hsa04020,Calcium signaling pathway,102/2936,254/9521,8.805214205548345e-4,0.006809365652290721,0.005725963857643135,CACNA1A/CHRNA7/HTR4/GRM1/CACNA1D/FGFR2/OXTR/CYSLTR2/NTRK1/CAMK4/PRKCB/CHRM5/GRM5/RYR2/GRIN2A/CHRM3/HTR5A/GRIN2B/TRHR/CACNA1F/GRIN3A/ADORA2B/NTRK3/TGFA/FGF23/MCOLN2/PRKACG/PDE1C/FGF20/PPP3R2/SLC8A2/PLCZ1/HTR2C/FGF17/NGF/FGF19/P2RX2/CHRM1/AVPR1B/SLC25A31/NOS2/CACNA1E/CHRM2/CCKBR/FGF8/CACNA1G/DRD1/VEGFB/CACNA1I/DRD5/ADRB3/GRIN1/FGF9/CAMK1G/CCKAR/NTSR1/ITPKC/RET/FGF5/AVPR1A/CACNA1B/FGF4/ADCY8/PRKCG/PLCD3/SLC8A1/HTR2A/GRIN2C/PDE1B/FGF3/HTR2B/BDKRB1/P2RX1/HRH2/CALML3/TACR3/PHKG1/MST1R/HTR6/TACR2/P2RX5/SPHK1/GRIN3B/SMIM6/LHCGR/GRPR/ATP2B3/ADORA2A/CALML5/CASQ1/ADRA1A/GNA15/FGF21/GDNF/HGF/FGFR3/GRIN2D/P2RX3/MYLK2/ADRB1/FGF22/TACR1,102
Organismal Systems,Nervous system,hsa04724,Glutamatergic synapse,52/2936,116/9521,9.870532766765262e-4,0.007467272614857198,0.006279194757804904,CACNA1A/GRIK4/GRM1/CACNA1D/GLS2/GRM8/PRKCB/SHANK2/GRM7/GRM5/DLGAP1/GRIA2/GRIN2A/GNG4/SLC17A8/GRIN2B/GNGT2/GRIN3A/SLC1A6/GRM4/GRIA4/PLA2G4D/PRKACG/GRM6/GNB5/GRM3/PPP3R2/GRIK3/GRIA1/GRIK1/GRIK5/SLC17A6/PLA2G4E/SHANK1/GNG3/GRIN1/GNGT1/KCNJ3/GRM2/ADCY8/PRKCG/SLC1A2/GRIN2C/SLC1A1/GRIA3/GRIK2/GRIN3B/GNG8/PLA2G4A/GNG13/GRIN2D/GNG10,52
Organismal Systems,Immune system,hsa04062,Chemokine signaling pathway,80/2936,193/9521,0.0010446155435693868,0.007732358570416555,0.006502104303012107,CXCL1/CXCL11/CXCL5/PRKCB/GNG4/GNGT2/SHC4/PRKCZ/CCL20/VAV1/CCL25/CCR9/PRKACG/CCL2/GNB5/CCL11/CCL26/CXCR5/CXCR1/CXCL6/CCR6/CXCR6/CXCL3/CXCL13/GRK1/CXCR2/CCR8/CCL1/VAV3/XCL1/ITK/CXCL8/GNG3/CCR2/XCL2/CCL28/GNGT1/CXCL2/HCK/GRK7/CCL17/CCL7/CCR7/JAK3/CCL23/ADCY8/CXCL12/CCL4/CCL8/DOCK2/TIAM1/CCR5/CCR4/CX3CL1/CXCL10/LYN/PIK3R5/PF4V1/PIK3CD/CCL15/GNG8/PIK3R6/WAS/FGR/CCL22/GNG13/XCR1/NCF1/CCL21/CCL3/SHC3/CCL4L2/CCL16/GNG10/PF4/RAC2/CCL13/CCL24/RAC3/PPBP,80
Human Diseases,Infectious disease: parasitic,hsa05146,Amoebiasis,47/2936,103/9521,0.00106653221660918,0.007732358570416555,0.006502104303012107,CXCL1/LAMB4/CD1D/PRKCB/IL1R2/C9/SERPINB10/LAMC2/CD1A/IFNG/SERPINB13/LAMA1/ARG1/IL12A/SERPINB3/PRKACG/IL10/TNF/CD1E/C8B/MUC2/IL1B/IL6/LAMC3/SERPINB4/IL12B/NOS2/CD1C/LAMB2/CXCL3/CD1B/C8A/CXCL8/TLR2/CXCL2/CSF2/PRKCG/SERPINB9/COL3A1/COL1A1/COL1A2/COL4A6/LAMB3/PIK3CD/GNA15/FN1/CTSG,47
Metabolism,Lipid metabolism,hsa00592,alpha-Linolenic acid metabolism,16/2936,26/9521,0.001168703044652308,0.008300176725285779,0.006979579944432689,PLB1/PLA2G12B/PLA2G2C/PLA2G4D/PLA2G2F/PLA2G3/PLA2G1B/PLA2G5/PLA2G4E/PLAAT2/PLA2G10/PLA2G2D/PLA2G2E/FADS2/PLA2G4A/PLA2G2A,16
Organismal Systems,Immune system,hsa04672,Intestinal immune network for IgA production,26/2936,50/9521,0.0014225598429869273,0.009901016507189013,0.008325718660007702,IL2/CD80/CCL25/CCR9/IL10/AICDA/IL6/IL5/ICOS/TNFRSF17/PIGR/TNFRSF13B/CCL28/ITGB7/HLA-DQB2/CXCL12/IL4/CD28/CD86/HLA-DQA2/CD40LG/HLA-DOB/TNFRSF13C/ITGA4/MADCAM1/HLA-DMB,26
Human Diseases,Infectious disease: parasitic,hsa05143,African trypanosomiasis,20/2936,37/9521,0.0027288319461578787,0.018620265044371406,0.015657694138945102,PRKCB/FASLG/ICAM1/IDO2/IFNG/IL12A/NPPA/F2RL1/IL10/TNF/HPR/KNG1/IL1B/IL6/IL12B/PRKCG/SELE/APOA1/IL18/VCAM1,20
Metabolism,Xenobiotics biodegradation and metabolism,hsa00983,Drug metabolism - other enzymes,37/2936,81/9521,0.003393345532456605,0.02270931240951728,0.019096155020707214,DPYS/CYP3A4/GSTA1/GSTO2/UGT1A1/GSTT4/CYP2A7/XDH/UPP2/GSTA5/RRM2/UGT1A9/UGT2B15/UGT2B10/NAT1/CYP2A6/NAT2/UGT2B4/UGT1A10/UGT2B7/UGT1A6/UGT2A1/GSTA2/UGT2A3/GSTA3/UGT1A7/UGT1A4/MPO/UGT2B11/CYP2E1/UGT1A8/UGT1A5/UGT2B28/UGT2B17/UPB1/UGT1A3/NME2,37
Human Diseases,Immune disease,hsa05332,Graft-versus-host disease,23/2936,45/9521,0.003513293387091233,0.023068416956749983,0.019398124361695388,FASLG/KLRC1/IL2/IFNG/CD80/HLA-G/KIR2DL3/KIR3DL2/TNF/KIR3DL3/IL1B/IL6/KIR3DL1/KIR2DL1/KLRD1/IL1A/HLA-DQB2/CD28/GZMB/CD86/HLA-DQA2/HLA-DOB/HLA-DMB,23
Organismal Systems,Digestive system,hsa04977,Vitamin digestion and absorption,15/2936,26/9521,0.004041617501870019,0.026045979456495675,0.02190194279765819,PLB1/FOLH1/PNLIP/SLC52A3/SLC23A1/LRAT/RBP2/CBLIF/APOA4/AWAT2/CUBN/APOA1/AMN/SLC19A1/APOB,15
Metabolism,Metabolism of cofactors and vitamins,hsa00860,Porphyrin metabolism,23/2936,46/9521,0.00500398034687768,0.03166154837660787,0.026624048544153015,UGT1A1/UGT1A9/UGT2B15/UGT2B10/HEPHL1/UGT2B4/UGT1A10/UGT2B7/UGT1A6/UGT2A1/UGT2A3/UGT1A7/UGT1A4/CP/UGT2B11/UGT1A8/UGT1A5/UGT2B28/UGT2B17/FTMT/UGT1A3/HEPH/HMOX1,23
Human Diseases,Immune disease,hsa05310,Asthma,17/2936,32/9521,0.007036095588594631,0.04372430830055235,0.03676756717348322,EPX/IL10/PRG2/TNF/CCL11/IL3/RNASE3/IL13/IL5/IL9/HLA-DQB2/IL4/HLA-DQA2/MS4A2/CD40LG/HLA-DOB/HLA-DMB,17
