miRNA,TargetGene,miRNA_regulation,RNA_regulation
hsa-miR-425-5p,IGSF1,up,up
hsa-miR-425-5p,RRM2,up,up
hsa-miR-425-5p,BIRC5,up,up
hsa-miR-425-5p,BHLHB9,up,up
hsa-miR-425-5p,SHCBP1,up,up
hsa-miR-425-5p,CKS1B,up,up
hsa-miR-425-5p,GNB5,up,up
hsa-miR-107,MYB,up,up
hsa-miR-107,ADD2,up,up
hsa-miR-107,CCNE1,up,up
hsa-miR-107,CHRM1,up,up
hsa-miR-107,CYP2C8,up,up
hsa-miR-107,PHGDH,up,up
hsa-let-7a-5p,ASPM,up,up
hsa-let-7a-5p,CDC7,up,up
hsa-let-7a-5p,FOXA1,up,up
hsa-let-7a-5p,SYNPR,up,up
hsa-let-7a-5p,LIN28A,up,up
hsa-let-7a-5p,DYNC2H1,up,up
hsa-let-7a-5p,NR1I2,up,up
hsa-let-7a-5p,NPTX1,up,up
hsa-let-7a-5p,CCNB2,up,up
hsa-let-7a-5p,HMGA2,up,up
hsa-let-7a-5p,MPL,up,up
hsa-let-7a-5p,RRM2,up,up
hsa-let-7a-5p,FAM171A2,up,up
hsa-let-7a-5p,SEL1L3,up,up
hsa-let-7a-5p,PTP4A1,up,up
hsa-let-7a-5p,EZH2,up,up
hsa-let-7a-5p,E2F2,up,up
hsa-let-7a-5p,RAB13,up,up
hsa-let-7a-5p,UPP2,up,up
hsa-let-7a-5p,TTC26,up,up
hsa-let-7a-5p,TTC22,up,up
hsa-let-7a-5p,TMEM241,up,up
hsa-let-7a-5p,AOC2,up,up
hsa-let-7a-5p,SMPDL3B,up,up
hsa-let-7a-5p,JPH4,up,up
hsa-let-7a-5p,GP5,up,up
hsa-let-7a-5p,C2CD4A,up,up
hsa-let-7a-5p,PAQR5,up,up
hsa-let-7a-5p,CASP8,up,up
hsa-let-7a-5p,EXPH5,up,up
hsa-let-7a-5p,SKA3,up,up
hsa-let-7a-5p,LILRB4,up,up
hsa-let-7a-5p,NEFM,up,up
hsa-let-7a-5p,DNAJC6,up,up
hsa-let-7a-5p,KRTAP19-1,up,up
hsa-let-7a-5p,TRIM71,up,up
hsa-let-7a-5p,DSC3,up,up
hsa-let-7a-5p,UHRF1,up,up
hsa-let-7a-5p,POU3F2,up,up
hsa-let-7c-5p,FANCI,up,up
hsa-let-7c-5p,NPTX1,up,up
hsa-let-7c-5p,CCNB2,up,up
hsa-let-7c-5p,CACNG8,up,up
hsa-let-7c-5p,RYR2,up,up
hsa-let-7c-5p,LECT2,up,up
hsa-let-7c-5p,CHST6,up,up
hsa-let-7c-5p,ITGA10,up,up
hsa-let-7c-5p,CCNF,up,up
hsa-let-7c-5p,HMGA2,up,up
hsa-let-7c-5p,MPL,up,up
hsa-let-7c-5p,DNAJC6,up,up
hsa-let-7c-5p,KRTAP19-1,up,up
hsa-let-7c-5p,TRIM71,up,up
hsa-let-7f-5p,ATL1,up,up
hsa-let-7f-5p,SPTBN5,up,up
hsa-let-7f-5p,CYP19A1,up,up
hsa-let-7f-5p,CCNB2,up,up
hsa-let-7f-5p,HMGA2,up,up
hsa-let-7f-5p,MPL,up,up
hsa-let-7f-5p,IL13,up,up
hsa-let-7f-5p,IGF2BP1,up,up
hsa-let-7f-5p,KLK6,up,up
hsa-let-7f-5p,TG,up,up
hsa-let-7f-5p,SLC5A5,up,up
hsa-let-7f-5p,NKX2-1,up,up
hsa-let-7f-5p,ZNF280B,up,up
hsa-let-7f-5p,KLK10,up,up
hsa-let-7e-5p,RACGAP1,up,up
hsa-let-7e-5p,CLDN4,up,up
hsa-let-7e-5p,SHANK1,up,up
hsa-let-7e-5p,SQLE,up,up
hsa-let-7e-5p,CABLES1,up,up
hsa-let-7e-5p,EN2,up,up
hsa-let-7e-5p,SALL1,up,up
hsa-let-7e-5p,OCLN,up,up
hsa-let-7e-5p,SPN,up,up
hsa-let-7e-5p,IRS4,up,up
hsa-let-7e-5p,HMGA2,up,up
hsa-let-7e-5p,MPL,up,up
hsa-let-7e-5p,SCD,up,down
hsa-let-7e-5p,DSP,up,up
hsa-let-7e-5p,MKI67,up,up
hsa-let-7e-5p,AGMAT,up,down
hsa-let-7e-5p,DTNB,up,up
hsa-let-7e-5p,CDCA3,up,up
hsa-let-7e-5p,SUPT4H1,up,up
hsa-let-7e-5p,IGF2BP3,up,up
hsa-let-7e-5p,CDH18,up,up
hsa-let-7e-5p,UROC1,up,up
hsa-let-7e-5p,CYP2B6,up,up
hsa-let-7e-5p,OR7D2,up,up
hsa-let-7e-5p,MS4A10,up,up
hsa-let-7e-5p,FOXD4L6,up,up
hsa-let-7e-5p,PYCR1,up,up
hsa-let-7e-5p,WNT1,up,up
hsa-miR-98-5p,HMMR,up,up
hsa-miR-98-5p,TNFRSF9,up,up
hsa-miR-98-5p,WNT10B,up,up
hsa-miR-98-5p,SLC2A14,up,up
hsa-miR-98-5p,ACTL8,up,up
hsa-miR-98-5p,MAGEB2,up,up
hsa-miR-98-5p,SLC35D2,up,up
hsa-miR-98-5p,IGF2BP2,up,up
hsa-miR-98-5p,TBC1D30,up,up
hsa-miR-98-5p,SCG2,up,up
hsa-miR-98-5p,NUAK2,up,up
hsa-miR-98-5p,MYLK3,up,down
hsa-miR-98-5p,DUSP9,up,up
hsa-miR-98-5p,CHRNA9,up,up
hsa-miR-98-5p,CALCB,up,up
hsa-miR-98-5p,ARSJ,up,up
hsa-miR-98-5p,KCNJ15,up,up
hsa-miR-98-5p,ESRP2,up,up
hsa-miR-98-5p,MAGEA6,up,up
hsa-miR-98-5p,SLC35F2,up,up
hsa-miR-98-5p,CCNF,up,up
hsa-miR-98-5p,HMGA2,up,up
hsa-miR-98-5p,MPL,up,up
hsa-miR-98-5p,IL13,up,up
hsa-miR-98-5p,SORD,up,up
hsa-miR-98-5p,CDC25A,up,up
hsa-miR-98-5p,PMAIP1,up,up
hsa-miR-98-5p,CPA4,up,up
hsa-miR-98-5p,CA9,up,up
hsa-miR-98-5p,RAPGEF4,up,up
hsa-miR-98-5p,ACADM,up,down
hsa-miR-98-5p,GCNT2,up,up
hsa-miR-98-5p,STC2,up,up
hsa-miR-98-5p,VAV3,up,up
hsa-miR-98-5p,TFAP2A,up,up
hsa-miR-98-5p,EZH2,up,up
hsa-miR-98-5p,E2F2,up,up
hsa-miR-98-5p,KCTD14,up,up
hsa-miR-98-5p,CCNA2,up,up
hsa-let-7b-5p,SLC1A4,up,down
hsa-let-7b-5p,UGT8,up,up
hsa-let-7b-5p,AGL,up,down
hsa-let-7b-5p,CCNA1,up,up
hsa-let-7b-5p,LIN28A,up,up
hsa-let-7b-5p,BCAS4,up,up
hsa-let-7b-5p,SEMG2,up,up
hsa-let-7b-5p,F2,up,up
hsa-let-7b-5p,AURKB,up,up
hsa-let-7b-5p,ANXA8,up,up
hsa-let-7b-5p,POLR3G,up,up
hsa-let-7b-5p,CKS2,up,up
hsa-let-7b-5p,RAB38,up,up
hsa-let-7b-5p,DNM3,up,up
hsa-let-7b-5p,CA12,up,up
hsa-let-7b-5p,E2F7,up,up
hsa-let-7b-5p,CDCA8,up,up
hsa-let-7b-5p,SLC38A5,up,up
hsa-let-7b-5p,AMPH,up,up
hsa-let-7b-5p,DCD,up,up
hsa-let-7b-5p,GYS2,up,up
hsa-let-7b-5p,UBXN8,up,up
hsa-let-7b-5p,SPATA12,up,up
hsa-let-7b-5p,CLCA2,up,up
hsa-let-7b-5p,RNASE10,up,up
hsa-let-7b-5p,DRAXIN,up,up
hsa-let-7b-5p,ASIC1,up,up
hsa-let-7b-5p,PRTG,up,up
hsa-let-7b-5p,CYP1A2,up,up
hsa-let-7b-5p,PCYT1B,up,up
hsa-let-7b-5p,BFSP1,up,up
hsa-let-7b-5p,MAB21L1,up,up
hsa-let-7b-5p,L3MBTL4,up,up
hsa-let-7b-5p,IPCEF1,up,up
hsa-let-7b-5p,ANXA8L1,up,up
hsa-let-7b-5p,NR2E1,up,up
hsa-let-7b-5p,ARHGEF5,up,up
hsa-let-7b-5p,POTEG,up,up
hsa-let-7b-5p,OCLN,up,up
hsa-let-7b-5p,SPN,up,up
hsa-let-7b-5p,PTTG1,up,up
hsa-let-7b-5p,IFNB1,up,up
hsa-let-7b-5p,FANCD2,up,up
hsa-let-7b-5p,CCNB2,up,up
hsa-let-7b-5p,E2F5,up,up
hsa-let-7b-5p,SPTBN2,up,up
hsa-let-7b-5p,IRS4,up,up
hsa-let-7b-5p,IGF2BP2,up,up
hsa-let-7b-5p,CACNG8,up,up
hsa-let-7b-5p,CCNF,up,up
hsa-let-7b-5p,HMGA2,up,up
hsa-let-7b-5p,SLC27A2,up,up
hsa-let-7b-5p,LPL,up,down
hsa-let-7b-5p,DSG2,up,up
hsa-let-7b-5p,SCD,up,down
hsa-let-7b-5p,BMP7,up,up
hsa-let-7b-5p,DSP,up,up
hsa-let-7b-5p,GDF11,up,up
hsa-let-7b-5p,MRPS24,up,up
hsa-let-7b-5p,RRM2,up,up
hsa-let-7b-5p,CDC25A,up,up
hsa-let-7b-5p,IGF2BP1,up,up
hsa-let-7b-5p,UNC13B,up,down
hsa-let-7b-5p,MTFP1,up,up
hsa-let-7b-5p,KIFC1,up,up
hsa-let-7b-5p,HOXD11,up,up
hsa-let-7b-5p,TYMS,up,up
hsa-let-7b-5p,MAP7,up,up
hsa-let-7b-5p,DPYSL5,up,up
hsa-let-7b-5p,BIRC5,up,up
hsa-let-7b-5p,HELLS,up,up
hsa-let-7b-5p,UHRF1,up,up
hsa-let-7b-5p,HAND1,up,up
hsa-let-7b-5p,IGF2BP3,up,up
hsa-let-7b-5p,LIN28B,up,up
hsa-let-7b-5p,TOX3,up,up
hsa-let-7b-5p,COX7B,up,down
hsa-let-7b-5p,MSI1,up,up
hsa-let-7b-5p,MMS22L,up,up
hsa-let-7b-5p,CCNA2,up,up
hsa-let-7b-5p,CCNB1,up,up
hsa-miR-484,PSMC3IP,up,up
hsa-miR-484,NCAPH,up,up
hsa-miR-484,PHTF1,up,up
hsa-miR-484,TROAP,up,up
hsa-miR-484,SLC1A4,up,down
hsa-miR-484,AGL,up,down
hsa-miR-484,LMNB1,up,up
hsa-miR-484,HOXA11,up,up
hsa-miR-484,APLP1,up,up
hsa-miR-484,CLDN7,up,up
hsa-miR-484,CNFN,up,up
hsa-miR-484,FGFBP3,up,up
hsa-miR-484,NRIP2,up,up
hsa-miR-484,CDX2,up,up
hsa-miR-484,IL2,up,up
hsa-miR-484,CABLES1,up,up
hsa-miR-484,SLC19A1,up,up
hsa-miR-484,MTHFD1L,up,up
hsa-miR-484,IRS4,up,up
hsa-miR-484,SCD,up,down
hsa-miR-484,UBE2S,up,up
hsa-miR-484,TIMELESS,up,up
hsa-miR-484,ALAS1,up,down
hsa-miR-484,GTSE1,up,up
hsa-miR-484,EFNB3,up,up
hsa-miR-484,TTC36,up,up
hsa-miR-484,HCLS1,up,up
hsa-miR-484,GTF2H4,up,up
hsa-miR-484,ADRA1A,up,up
hsa-miR-484,RAD51B,up,up
hsa-miR-484,GRIA4,up,up
hsa-miR-484,DZANK1,up,up
hsa-miR-484,PLD6,up,up
hsa-miR-484,PDLIM2,up,up
hsa-miR-484,NME8,up,up
hsa-miR-484,SORD,up,up
hsa-miR-484,MED12L,up,up
hsa-miR-484,AUNIP,up,up
hsa-miR-484,MRPS24,up,up
hsa-miR-484,RRM2,up,up
hsa-miR-484,CDC25A,up,up
hsa-miR-484,IGF2BP1,up,up
hsa-miR-484,PKM,up,down
hsa-miR-484,MKI67,up,up
hsa-miR-484,ISM2,up,up
hsa-miR-484,ORC6,up,up
hsa-miR-484,HOXC11,up,up
hsa-miR-484,RAB36,up,up
hsa-miR-484,TYMS,up,up
hsa-miR-484,BIRC5,up,up
hsa-miR-484,EZH2,up,up
hsa-miR-484,KCNJ14,up,up
hsa-miR-484,LIN28B,up,up
hsa-miR-484,MPP2,up,up
hsa-miR-92a-3p,CDKN3,up,up
hsa-miR-92a-3p,NCAPH,up,up
hsa-miR-92a-3p,KIF20A,up,up
hsa-miR-92a-3p,DTL,up,up
hsa-miR-92a-3p,CLSPN,up,up
hsa-miR-92a-3p,CIT,up,up
hsa-miR-92a-3p,SHC3,up,up
hsa-miR-92a-3p,SYNPR,up,up
hsa-miR-92a-3p,ELOVL6,up,up
hsa-miR-92a-3p,AURKB,up,up
hsa-miR-92a-3p,ACAT2,up,up
hsa-miR-92a-3p,CDC20,up,up
hsa-miR-92a-3p,TUBB3,up,up
hsa-miR-92a-3p,PLCXD2,up,up
hsa-miR-92a-3p,IGSF1,up,up
hsa-miR-92a-3p,MYEF2,up,up
hsa-miR-92a-3p,POTEG,up,up
hsa-miR-92a-3p,SCD,up,down
hsa-miR-92a-3p,KIF2C,up,up
hsa-miR-92a-3p,CDC25A,up,up
hsa-miR-92a-3p,PKM,up,down
hsa-miR-92a-3p,MKI67,up,up
hsa-miR-92a-3p,ISM2,up,up
hsa-miR-92a-3p,ORC6,up,up
hsa-miR-92a-3p,CHST9,up,up
hsa-miR-92a-3p,ESR2,up,up
hsa-miR-92a-3p,KCNC1,up,up
hsa-miR-92a-3p,CYP7A1,up,up
hsa-miR-92a-3p,TPD52L3,up,up
hsa-miR-92a-3p,TLR10,up,up
hsa-miR-92a-3p,PPP1R3G,up,up
hsa-miR-92a-3p,OTUD6A,up,up
hsa-miR-92a-3p,MCCD1,up,up
hsa-miR-92a-3p,LRRC27,up,up
hsa-miR-92a-3p,HS3ST3A1,up,up
hsa-miR-92a-3p,GCHFR,up,up
hsa-miR-92a-3p,CKMT1B,up,up
hsa-miR-92a-3p,CHN1,up,up
hsa-miR-92a-3p,DLX6,up,up
hsa-miR-92a-3p,NRXN3,up,up
hsa-miR-92a-3p,SV2A,up,up
hsa-miR-92a-3p,CTLA4,up,up
hsa-miR-92a-3p,OCIAD2,up,up
hsa-miR-92a-3p,GATA3,up,up
hsa-miR-92a-3p,CELSR1,up,up
hsa-miR-92a-3p,TONSL,up,up
hsa-miR-92a-3p,UNC13B,up,down
hsa-miR-92a-3p,ZWINT,up,up
hsa-miR-92a-3p,TGFA,up,up
hsa-miR-92a-3p,EPHA7,up,up
hsa-miR-92a-3p,MTFP1,up,up
hsa-miR-92a-3p,KIFC1,up,up
hsa-miR-92a-3p,MYBL2,up,up
hsa-miR-92a-3p,PRC1,up,up
hsa-miR-92a-3p,CBS,up,up
hsa-miR-92a-3p,RAB36,up,up
hsa-miR-92a-3p,CCDC181,up,up
hsa-miR-92a-3p,CSPG5,up,up
hsa-miR-92a-3p,CCNE1,up,up
hsa-miR-92a-3p,CHCHD10,up,down
hsa-miR-92a-3p,FAM83G,up,up
hsa-miR-92a-3p,CDK1,up,up
hsa-miR-92a-3p,KIF18B,up,up
hsa-miR-92a-3p,CHEK1,up,up
hsa-miR-92a-3p,MCOLN2,up,up
hsa-miR-92a-3p,KIF1A,up,up
hsa-miR-92a-3p,CAMKV,up,up
hsa-miR-92a-3p,NEK2,up,up
hsa-miR-92a-3p,CCNB1,up,up
hsa-miR-615-3p,KIF14,up,up
hsa-miR-615-3p,CDC7,up,up
hsa-miR-615-3p,CLSPN,up,up
hsa-miR-615-3p,COCH,up,up
hsa-miR-615-3p,PHTF1,up,up
hsa-miR-615-3p,TROAP,up,up
hsa-miR-615-3p,SLC1A4,up,down
hsa-miR-615-3p,MCM10,up,up
hsa-miR-615-3p,CDKN2A,up,up
hsa-miR-615-3p,ELOVL6,up,up
hsa-miR-615-3p,CEP152,up,up
hsa-miR-615-3p,NMNAT2,up,up
hsa-miR-615-3p,FOXN4,up,up
hsa-miR-615-3p,ARHGAP22,up,up
hsa-miR-615-3p,ALDH1A2,up,up
hsa-miR-615-3p,MTHFD1L,up,up
hsa-miR-615-3p,NR1I2,up,up
hsa-miR-615-3p,CAMSAP3,up,up
hsa-miR-615-3p,NPTX1,up,up
hsa-miR-615-3p,CHRNA5,up,up
hsa-miR-615-3p,IRS4,up,up
hsa-miR-615-3p,CCNF,up,up
hsa-miR-615-3p,CDH2,up,up
hsa-miR-615-3p,PNMA2,up,up
hsa-miR-615-3p,TIMELESS,up,up
hsa-miR-615-3p,NKX2-5,up,up
hsa-miR-615-3p,LIG1,up,up
hsa-miR-615-3p,ZCCHC12,up,up
hsa-miR-615-3p,ZNF837,up,up
hsa-miR-615-3p,CPT1C,up,up
hsa-miR-615-3p,TMCO4,up,up
hsa-miR-615-3p,SMOX,up,up
hsa-miR-615-3p,SHKBP1,up,up
hsa-miR-615-3p,SEMA7A,up,up
hsa-miR-615-3p,SEMA3E,up,up
hsa-miR-615-3p,SALL3,up,up
hsa-miR-615-3p,RHBDL3,up,up
hsa-miR-615-3p,RASAL3,up,up
hsa-miR-615-3p,PGAM4,up,up
hsa-miR-615-3p,HOXC13,up,up
hsa-miR-615-3p,CDK20,up,up
hsa-miR-615-3p,ST14,up,up
hsa-miR-615-3p,DLG3,up,up
hsa-miR-615-3p,CDC6,up,up
hsa-miR-615-3p,GDF11,up,up
hsa-miR-615-3p,ASNS,up,up
hsa-miR-615-3p,PHKG2,up,up
hsa-miR-615-3p,IGF2BP1,up,up
hsa-miR-615-3p,MKI67,up,up
hsa-miR-615-3p,CELSR1,up,up
hsa-miR-615-3p,TONSL,up,up
hsa-miR-615-3p,EPHA7,up,up
hsa-miR-615-3p,CBS,up,up
hsa-miR-615-3p,CHD5,up,up
hsa-miR-615-3p,UBE2C,up,up
hsa-miR-615-3p,NOP2,up,up
hsa-miR-615-3p,TYMS,up,up
hsa-miR-615-3p,WDR62,up,down
hsa-miR-615-3p,FBN2,up,up
hsa-miR-615-3p,CORO1A,up,up
hsa-miR-615-3p,HELLS,up,up
hsa-miR-615-3p,UHRF1,up,up
hsa-miR-615-3p,ESPL1,up,up
hsa-miR-615-3p,NTRK3,up,up
hsa-miR-615-3p,APBA2,up,up
hsa-miR-615-3p,SLCO4C1,up,up
hsa-miR-615-3p,MPP2,up,up
hsa-miR-615-3p,PHGDH,up,up
hsa-miR-193b-3p,FBXO5,up,up
hsa-miR-193b-3p,ASPM,up,up
hsa-miR-193b-3p,BORA,up,up
hsa-miR-193b-3p,PSMC3IP,up,up
hsa-miR-193b-3p,NCAPH,up,up
hsa-miR-193b-3p,TRIP13,up,up
hsa-miR-193b-3p,PSRC1,up,up
hsa-miR-193b-3p,TJP2,up,up
hsa-miR-193b-3p,ARHGAP11A,up,up
hsa-miR-193b-3p,CEP128,up,up
hsa-miR-193b-3p,RFC4,up,up
hsa-miR-193b-3p,TICRR,up,up
hsa-miR-193b-3p,BLM,up,up
hsa-miR-193b-3p,KIF15,up,up
hsa-miR-193b-3p,SKA1,up,up
hsa-miR-193b-3p,BUB1B,up,up
hsa-miR-193b-3p,CKAP2L,up,up
hsa-miR-193b-3p,ARNTL2,up,up
hsa-miR-193b-3p,POLQ,up,up
hsa-miR-193b-3p,ATAD2,up,up
hsa-miR-193b-3p,RAD51,up,up
hsa-miR-193b-3p,RTKN2,up,up
hsa-miR-193b-3p,RACGAP1,up,up
hsa-miR-193b-3p,LMNB1,up,up
hsa-miR-193b-3p,MCM10,up,up
hsa-miR-193b-3p,MYB,up,up
hsa-miR-193b-3p,RHOV,up,up
hsa-miR-193b-3p,NCAPG,up,up
hsa-miR-193b-3p,HHAT,up,up
hsa-miR-193b-3p,GCA,up,up
hsa-miR-193b-3p,MYBL1,up,up
hsa-miR-193b-3p,EXO1,up,up
hsa-miR-193b-3p,AMACR,up,up
hsa-miR-193b-3p,APOBEC3B,up,up
hsa-miR-193b-3p,ATAD3C,up,up
hsa-miR-193b-3p,POLE2,up,up
hsa-miR-193b-3p,PCYOX1L,up,up
hsa-miR-193b-3p,NSG1,up,up
hsa-miR-193b-3p,NDC80,up,up
hsa-miR-193b-3p,MTFR2,up,up
hsa-miR-193b-3p,MND1,up,up
hsa-miR-193b-3p,MELK,up,up
hsa-miR-193b-3p,ITPKA,up,up
hsa-miR-193b-3p,IQCA1,up,up
hsa-miR-193b-3p,EPPK1,up,up
hsa-miR-193b-3p,DLX1,up,up
hsa-miR-193b-3p,FANCA,up,up
hsa-miR-193b-3p,CDCA2,up,up
hsa-miR-193b-3p,DACT2,up,up
hsa-miR-193b-3p,SFXN2,up,up
hsa-miR-193b-3p,PLEK2,up,up
hsa-miR-193b-3p,TERT,up,up
hsa-miR-193b-3p,TOMM5,up,up
hsa-miR-193b-3p,S100A14,up,up
hsa-miR-193b-3p,ALDH1A2,up,up
hsa-miR-193b-3p,C5,up,up
hsa-miR-193b-3p,MAGEB2,up,up
hsa-miR-193b-3p,SLC35D2,up,up
hsa-miR-193b-3p,RPS6KA1,up,up
hsa-miR-193b-3p,FANCI,up,up
hsa-miR-193b-3p,KIF11,up,up
hsa-miR-193b-3p,LEF1,up,up
hsa-miR-193b-3p,TOP2A,up,up
hsa-miR-193b-3p,CDC20,up,up
hsa-miR-193b-3p,TUBB3,up,up
hsa-miR-193b-3p,FANCD2,up,up
hsa-miR-193b-3p,SPTBN2,up,up
hsa-miR-193b-3p,IRS4,up,up
hsa-miR-193b-3p,CEP41,up,up
hsa-miR-193b-3p,CDC6,up,up
hsa-miR-193b-3p,AUNIP,up,up
hsa-miR-193b-3p,RRM2,up,up
hsa-miR-193b-3p,CDC25A,up,up
hsa-miR-193b-3p,ORC6,up,up
hsa-miR-193b-3p,ZWINT,up,up
hsa-miR-193b-3p,PMAIP1,up,up
hsa-miR-193b-3p,CBS,up,up
hsa-miR-193b-3p,ASF1B,up,up
hsa-miR-193b-3p,FANCG,up,up
hsa-miR-193b-3p,LIN37,up,up
hsa-miR-193b-3p,HAUS8,up,up
hsa-miR-193b-3p,DSCC1,up,up
hsa-miR-193b-3p,SPC25,up,up
hsa-miR-193b-3p,CDH1,up,up
hsa-miR-193b-3p,UBE2C,up,up
hsa-miR-193b-3p,CDT1,up,up
hsa-miR-193b-3p,NLRP3,up,up
hsa-miR-193b-3p,TYMS,up,up
hsa-miR-193b-3p,VAV3,up,up
hsa-miR-193b-3p,WDR62,up,down
hsa-miR-193b-3p,CHCHD10,up,down
hsa-miR-193b-3p,EZH2,up,up
hsa-miR-193b-3p,CDK1,up,up
hsa-miR-193b-3p,E2F2,up,up
hsa-miR-193b-3p,ZNF365,up,up
hsa-miR-193b-3p,HELLS,up,up
hsa-miR-193b-3p,SKA3,up,up
hsa-miR-193b-3p,SHCBP1,up,up
hsa-miR-193b-3p,ESPL1,up,up
hsa-miR-193b-3p,CHEK1,up,up
hsa-miR-193b-3p,CDCA5,up,up
hsa-miR-193b-3p,PKMYT1,up,up
hsa-miR-193b-3p,CENPU,up,up
hsa-miR-193b-3p,CCNA2,up,up
hsa-miR-149-5p,PABPC3,up,up
hsa-miR-149-5p,HOXD13,up,up
hsa-miR-149-5p,SCD,up,down
hsa-miR-149-5p,UBE2S,up,up
hsa-miR-149-5p,LIG1,up,up
hsa-miR-149-5p,ZWINT,up,up
hsa-miR-149-5p,FAM216A,up,up
hsa-miR-149-5p,SPAG5,up,up
hsa-miR-149-5p,CBS,up,up
hsa-miR-149-5p,VAV3,up,up
hsa-miR-149-5p,FOXM1,up,up
hsa-miR-149-5p,WDR62,up,down
hsa-miR-149-5p,BIRC5,up,up
hsa-miR-149-5p,FBN2,up,up
hsa-miR-149-5p,ESPL1,up,up
hsa-miR-149-5p,RAP1GAP2,up,up
hsa-miR-149-5p,GJA3,up,up
hsa-miR-149-5p,LGI2,up,up
hsa-miR-149-5p,MAD1L1,up,up
hsa-miR-149-5p,TOX3,up,up
hsa-miR-149-5p,KIF1A,up,up
hsa-miR-149-5p,FBXL16,up,up
hsa-miR-331-3p,SLC39A8,up,up
hsa-miR-331-3p,COCH,up,up
hsa-miR-331-3p,DEPDC1,up,up
hsa-miR-331-3p,RHOV,up,up
hsa-miR-331-3p,ZNF483,up,up
hsa-miR-331-3p,DYNC2H1,up,up
hsa-miR-331-3p,EN2,up,up
hsa-miR-331-3p,PTPRT,up,up
hsa-miR-331-3p,FANCD2,up,up
hsa-miR-331-3p,IRS4,up,up
hsa-miR-331-3p,IGF2BP2,up,up
hsa-miR-331-3p,SCD,up,down
hsa-miR-331-3p,MKI67,up,up
hsa-miR-331-3p,EPHA7,up,up
hsa-miR-331-3p,PMAIP1,up,up
hsa-miR-331-3p,CDHR3,up,up
hsa-miR-331-3p,LRRC10B,up,up
hsa-miR-331-3p,SLC25A14,up,up
hsa-miR-331-3p,CFAP43,up,up
hsa-miR-331-3p,PHLDB3,up,up
hsa-miR-331-3p,PLCH2,up,up
hsa-miR-331-3p,NOP2,up,up
hsa-miR-331-3p,DLX2,up,up
hsa-miR-331-3p,E2F2,up,up
hsa-miR-331-3p,PHGDH,up,up
hsa-miR-186-5p,DEPDC1,up,up
hsa-miR-186-5p,ZIC5,up,up
hsa-miR-186-5p,ANO3,up,up
hsa-miR-186-5p,GCSAML,up,up
hsa-miR-186-5p,ACTL8,up,up
hsa-miR-186-5p,BCL11B,up,up
hsa-miR-186-5p,KIF11,up,up
hsa-miR-186-5p,TOP2A,up,up
hsa-miR-186-5p,CAMSAP3,up,up
hsa-miR-186-5p,TEX15,up,up
hsa-miR-186-5p,RIMS3,up,up
hsa-miR-186-5p,PTTG1,up,up
hsa-miR-186-5p,DSP,up,up
hsa-miR-186-5p,DLG3,up,up
hsa-miR-186-5p,RRM2,up,up
hsa-miR-186-5p,PMAIP1,up,up
hsa-miR-186-5p,AEN,up,up
hsa-miR-186-5p,GINS1,up,up
hsa-miR-186-5p,MDH1,up,down
hsa-miR-186-5p,PLS1,up,up
hsa-miR-186-5p,CGN,up,up
hsa-miR-186-5p,CDT1,up,up
hsa-miR-186-5p,PTP4A1,up,up
hsa-miR-186-5p,ZNF214,up,up
hsa-miR-186-5p,ZNF80,up,up
hsa-miR-186-5p,ARL14,up,up
hsa-miR-186-5p,SERPINA12,up,up
hsa-miR-186-5p,DOCK3,up,up
hsa-miR-186-5p,RAG1,up,up
hsa-miR-186-5p,PROCA1,up,up
hsa-miR-186-5p,PCDH10,up,up
hsa-miR-186-5p,KRT3,up,up
hsa-miR-186-5p,GRIK5,up,up
hsa-miR-186-5p,CLDN23,up,up
hsa-miR-186-5p,DPYSL5,up,up
hsa-miR-186-5p,AMZ1,up,up
hsa-miR-186-5p,FGFR2,up,up
hsa-miR-186-5p,VAV3,up,up
hsa-miR-186-5p,FOXM1,up,up
hsa-miR-186-5p,WDR62,up,down
hsa-miR-186-5p,BUB1,up,up
hsa-miR-186-5p,IGF2BP3,up,up
hsa-miR-186-5p,ACOT12,up,up
hsa-miR-324-5p,ZIC5,up,up
hsa-miR-324-5p,CDS1,up,up
hsa-miR-324-5p,POTEG,up,up
hsa-miR-324-5p,SCD,up,down
hsa-miR-324-5p,UBE2S,up,up
hsa-miR-324-5p,TIMELESS,up,up
hsa-miR-324-5p,NKX2-5,up,up
hsa-miR-324-5p,ARID5A,up,up
hsa-miR-324-5p,NANS,up,up
hsa-miR-324-5p,LACC1,up,up
hsa-miR-324-5p,KCNG1,up,up
hsa-miR-324-5p,CBS,up,up
hsa-miR-324-5p,ASF1B,up,up
hsa-miR-324-5p,APOF,up,up
hsa-miR-324-5p,CHCHD10,up,down
hsa-miR-324-5p,FAM83H,up,up
hsa-miR-324-5p,PPIAL4G,up,up
hsa-miR-18a-3p,ACSM2A,up,up
hsa-miR-18a-3p,ZNF488,up,up
hsa-miR-18a-3p,SEMA4G,up,up
hsa-miR-18a-3p,PTPRN,up,up
hsa-miR-18a-3p,EDARADD,up,up
hsa-miR-18a-3p,BSN,up,up
hsa-miR-18a-3p,ANO3,up,up
hsa-miR-18a-3p,CEP152,up,up
hsa-miR-18a-3p,DPF1,up,up
hsa-miR-18a-3p,CABLES1,up,up
hsa-miR-18a-3p,CDCA2,up,up
